"dataset_code","time","geo","value","unit","obs_status","method"
"turnover_recorded_music",2017-01-01,"TR",50,"EUR","E","locf"
"turnover_recorded_music",2018-01-01,"AT",85.6,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"BA",5.7,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"BE",86.1,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"BG",14.3,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"CH",19.1,"EUR","E","locf"
"turnover_recorded_music",2018-01-01,"CY",11,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"CZ",26.6,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"DE",910.7,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"DK",62.3,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"EE",7,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"EL",61,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"ES",611.9,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"EU27_2020",5706,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"EU28",6538.2,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"FI",51.1,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"FR",1863.4,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"HR",31.6,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"HU",33.1,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"IE",NA,"EUR","O","O"
"turnover_recorded_music",2018-01-01,"IS",1.9,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"IT",283.8,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"LT",7.7,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"LU",NA,"EUR","O","O"
"turnover_recorded_music",2018-01-01,"LV",9,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"MK",2.2,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"MT",1.6,"EUR","E","locf"
"turnover_recorded_music",2018-01-01,"NL",NA,"EUR","O","O"
"turnover_recorded_music",2018-01-01,"NO",74.3,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"PL",672.2,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"PT",63.1,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"RO",36.1,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"RS",4,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"SE",362.7,"EUR","E","locf"
"turnover_recorded_music",2018-01-01,"SI",30,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"SK",11,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"UK",832.2,"EUR","A","A"
"turnover_recorded_music",2018-01-01,"EU27_2007",8394.4,"EUR","E","locf"
"turnover_recorded_music",2018-01-01,"TR",50,"EUR","E","locf"
"turnover_recorded_music",2019-01-01,"AT",85.6011616916536,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"BA",5.73159827884363,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"BE",86.4295115281875,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"BG",14.4908386036208,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"CH",19.1,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"CY",10.9999299447848,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"CZ",26.9330268012384,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"DE",910.702345705584,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"DK",64.5323835298971,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"EE",6.99997330089088,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"EL",61.0000704203859,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"ES",611.895666753568,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"EU27_2020",5705.94855178604,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"EU28",6538.15877194149,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"FI",50.5701255670159,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"FR",1863.35255716331,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"HR",29.7078523110252,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"HU",32.7340377483933,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"IE",NA,"EUR","O","O"
"turnover_recorded_music",2019-01-01,"IS",1.94142504496583,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"IT",285.142186695973,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"LT",7.69999999499966,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"LU",NA,"EUR","O","O"
"turnover_recorded_music",2019-01-01,"LV",8.95264886270829,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"MK",2.20001000618564,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"MT",1.6,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"NL",NA,"EUR","O","O"
"turnover_recorded_music",2019-01-01,"NO",75.1747792848952,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"PL",252.774148325137,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"PT",63.1003201046371,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"RO",36.1005307651417,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"RS",3.99999736383278,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"SE",362.7,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"SI",30.0000099964989,"EUR","E","ETS(M,N,N)"
"turnover_recorded_music",2019-01-01,"SK",13.434661891249,"EUR","E","ETS(M,A,N)"
"turnover_recorded_music",2019-01-01,"UK",1117.09027598263,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"EU27_2007",8394.4,"EUR","E","ETS(A,N,N)"
"turnover_recorded_music",2019-01-01,"TR",50,"EUR","E","ETS(A,N,N)"
