"dataset_code","time","geo","value","unit","obs_status","method","freq","group"
"ind_cloud_storage_files",2021-01-01,"AT",32.9900640774387,"PC_IND","A","ETS(A,N,N)","A","Central"
"ind_cloud_storage_files",2021-01-01,"BA",11.9998999412397,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"BE",44.9993998989413,"PC_IND","A","ETS(M,N,N)","A","Benelux"
"ind_cloud_storage_files",2021-01-01,"BG",21.8770496843909,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"CY",42.9203880153495,"PC_IND","A","ETS(A,N,N)","A","South"
"ind_cloud_storage_files",2021-01-01,"CZ",27.9995995268396,"PC_IND","A","ETS(A,N,N)","A","Visegrad"
"ind_cloud_storage_files",2021-01-01,"DE",34.9995997655806,"PC_IND","A","ETS(M,N,N)","A","Central"
"ind_cloud_storage_files",2021-01-01,"DK",63.99979998512,"PC_IND","A","ETS(A,N,N)","A","Nordic"
"ind_cloud_storage_files",2021-01-01,"EA",35.9996999586597,"PC_IND","A","ETS(M,N,N)","A","aggregate"
"ind_cloud_storage_files",2021-01-01,"EE",39.0003009236292,"PC_IND","A","ETS(A,N,N)","A","Baltic"
"ind_cloud_storage_files",2021-01-01,"EL",25.999899961846,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"ES",42.9998998962969,"PC_IND","A","ETS(M,N,N)","A","South"
"ind_cloud_storage_files",2021-01-01,"EU27_2020",34.9996999503623,"PC_IND","A","ETS(M,N,N)","A","aggregate"
"ind_cloud_storage_files",2021-01-01,"FI",48.6674399506149,"PC_IND","A","ETS(A,N,N)","A","Nordic"
"ind_cloud_storage_files",2021-01-01,"HR",27.7015329420543,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"HU",45.0140828360617,"PC_IND","A","ETS(M,N,N)","A","Visegrad"
"ind_cloud_storage_files",2021-01-01,"IE",45.6048086921135,"PC_IND","A","ETS(A,N,N)","A","West"
"ind_cloud_storage_files",2021-01-01,"IS",67.9994998478842,"PC_IND","A","ETS(A,N,N)","A","Nordic"
"ind_cloud_storage_files",2021-01-01,"IT",31.9993999494685,"PC_IND","A","ETS(M,N,N)","A","South"
"ind_cloud_storage_files",2021-01-01,"LT",33.9998999574464,"PC_IND","A","ETS(A,N,N)","A","Baltic"
"ind_cloud_storage_files",2021-01-01,"LU",43.7137413610773,"PC_IND","A","ETS(M,N,N)","A","Benelux"
"ind_cloud_storage_files",2021-01-01,"LV",30.0001000968152,"PC_IND","A","ETS(A,N,N)","A","Baltic"
"ind_cloud_storage_files",2021-01-01,"ME",24.5714525403266,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"MK",31.8409891286613,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"MT",46.5751687997484,"PC_IND","A","ETS(A,N,N)","A","South"
"ind_cloud_storage_files",2021-01-01,"NL",48.0004002558013,"PC_IND","A","ETS(A,N,N)","A","Benelux"
"ind_cloud_storage_files",2021-01-01,"NO",54.1797455722981,"PC_IND","A","ETS(A,N,N)","A","Nordic"
"ind_cloud_storage_files",2021-01-01,"PL",23.9996998837791,"PC_IND","A","ETS(A,N,N)","A","Visegrad"
"ind_cloud_storage_files",2021-01-01,"PT",29.9999999699254,"PC_IND","A","ETS(A,N,N)","A","South"
"ind_cloud_storage_files",2021-01-01,"RO",20.4684488689352,"PC_IND","A","ETS(M,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"RS",13.0006000044171,"PC_IND","A","ETS(M,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"SE",63.9998999491497,"PC_IND","A","ETS(A,N,N)","A","Nordic"
"ind_cloud_storage_files",2021-01-01,"SI",33.9995985567079,"PC_IND","A","ETS(M,N,N)","A","Central"
"ind_cloud_storage_files",2021-01-01,"SK",32.9994997323545,"PC_IND","A","ETS(M,N,N)","A","Visegrad"
"ind_cloud_storage_files",2021-01-01,"SK",32.9994997323545,"PC_IND","A","ETS(M,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"TR",17.0002000142594,"PC_IND","A","ETS(M,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"UK",52.9996998507279,"PC_IND","A","ETS(A,N,N)","A","West"
"ind_cloud_storage_files",2021-01-01,"XK",34.490649874467,"PC_IND","A","ETS(M,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"AL",15.6,"PC_IND","A","ETS(A,N,N)","A","Southeast"
"ind_cloud_storage_files",2021-01-01,"CH",48.6666666666667,"PC_IND","A","ETS(A,A,N)","A","Central"
"ind_cloud_storage_files",2021-01-01,"EU28",36.1347354009481,"PC_IND","A","ETS(A,A,N)","A","aggregate"
"ind_cloud_storage_files",2021-01-01,"FR",33.6245676796127,"PC_IND","A","ETS(A,A,N)","A","West"
"ind_cloud_storage_files",2021-01-01,"EU15",36.4462426292369,"PC_IND","A","ETS(A,A,N)","A","aggregate"
"ind_cloud_storage_files",2021-01-01,"EU27_2007",33.4128083212009,"PC_IND","A","ETS(A,A,N)","A","aggregate"
