"dataset_code","time","geo","value","unit","obs_status","method","freq"
"ind_never_use_internet",2017-01-01,"LU",2,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"LV",16,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"MK",21,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"MT",18,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"NL",3,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"NO",1,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"PL",20,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"PT",22,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"RO",27,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"RS",26,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"SE",2,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"SI",18,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"SK",14,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"TR",33,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"UK",4,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"ME",24,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"CH",4,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"XK",13,"PC_IND","A","A","A"
"ind_never_use_internet",2017-01-01,"AL",33,"PC_IND","A","nocb","A"
"ind_never_use_internet",2017-01-01,"BA",24,"PC_IND","A","nocb","A"
"ind_never_use_internet",2018-01-01,"AT",10,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"BE",9,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"BG",27,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"CY",15,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"CZ",10,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"DE",5,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"DK",2,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EA",11,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EE",8,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EL",25,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"ES",13,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EU27_2007",11,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EU27_2020",12,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"EU28",11,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"FI",4,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"FR",8,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"HR",21,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"HU",16,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"IE",16,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"IS",1,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"IT",19,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"LT",17,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"LU",3,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"LV",13,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"MK",18,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"MT",17,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"NL",4,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"NO",1,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"PL",18,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"PT",23,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"RO",21,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"RS",24,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"SE",4,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"SI",16,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"SK",13,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"TR",27,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"UK",4,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"ME",23,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"CH",3.5,"PC_IND","A","approx","A"
"ind_never_use_internet",2018-01-01,"XK",11,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"AL",33,"PC_IND","A","A","A"
"ind_never_use_internet",2018-01-01,"BA",24,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"AT",10,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"BE",7,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"BG",24,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"CY",13,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"CZ",9,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"DE",5,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"DK",2,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"EA",9,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"EE",7,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"EL",22,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"ES",8,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"EU27_2007",9.86567058140571,"PC_IND","A","nocb","A"
"ind_never_use_internet",2019-01-01,"EU27_2020",10,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"EU28",9,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"FI",3,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"FR",7,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"HR",18,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"HU",14,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"IE",9,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"IS",0,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"IT",17,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"LT",15,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"LU",3,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"LV",12,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"MK",17,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"MT",13,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"NL",2,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"NO",1,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"PL",15,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"PT",22,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"RO",18,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"RS",19,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"SE",2,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"SI",13,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"SK",12,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"TR",25,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"UK",3,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"ME",20,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"CH",3,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"XK",8,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"AL",27,"PC_IND","A","A","A"
"ind_never_use_internet",2019-01-01,"BA",26,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"AT",8,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"BE",6,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"BG",21,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"CY",9,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"CZ",8,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"DE",4,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"DK",1,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"EA",8,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"EE",9,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"EL",20,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"ES",6,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"EU27_2007",9.86567058140571,"PC_IND","A","nocb","A"
"ind_never_use_internet",2020-01-01,"EU27_2020",9,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"EU28",7.90648456502247,"PC_IND","A","nocb","A"
"ind_never_use_internet",2020-01-01,"FI",2,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"FR",7.00010004536116,"PC_IND","A","nocb","A"
"ind_never_use_internet",2020-01-01,"HR",17,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"HU",12,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"IE",6,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"IS",0,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"IT",14,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"LT",14,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"LU",1,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"LV",8,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"MK",14,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"MT",12,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"NL",4,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"NO",1,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"PL",13,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"PT",18,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"RO",14,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"RS",17,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"SE",1,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"SI",11,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"SK",7,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"TR",21,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"UK",2,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"ME",19,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"CH",2.05121118704435,"PC_IND","A","nocb","A"
"ind_never_use_internet",2020-01-01,"XK",2,"PC_IND","A","A","A"
"ind_never_use_internet",2020-01-01,"AL",31.8,"PC_IND","A","nocb","A"
"ind_never_use_internet",2020-01-01,"BA",23,"PC_IND","A","A","A"
"ind_never_use_internet",2021-01-01,"AT",8.00020011546309,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"BE",5.12588013635948,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"BG",18.3132789241675,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"CY",5.44518714739023,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"CZ",8.00232585081579,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"DE",2.37830886444057,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"DK",1.02045122329794,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"EA",6.51278677659139,"PC_IND","A","ETS(M,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"EE",8.9997999114457,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"EL",17.4396976998906,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"ES",3.5690157434289,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"EU27_2007",9.86567058140571,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"EU27_2020",7.18761298653348,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"EU28",7.90648456502247,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"FI",2.00010001012487,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"FR",7.00010004536116,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"HR",17.0001004241557,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"HU",9.99438352807691,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"IE",6.00030008322542,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"IS",1.00020256276531e-08,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"IT",11.0658880777453,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"LT",10.7007134970764,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"LU",1.00020003039559,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"LV",7.0974481969135,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"MK",11.0038444303511,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"MT",9.14468380943311,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"NL",3.68873414693378,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"NO",1.00346254023978,"PC_IND","A","ETS(M,N,N)","A"
"ind_never_use_internet",2021-01-01,"PL",10.5760293702474,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"PT",18.297311081247,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"RO",8.64367996555939,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"RS",14.4586102903464,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"SE",1.40805208524197,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"SI",9.70961665308121,"PC_IND","A","ETS(M,A,N)","A"
"ind_never_use_internet",2021-01-01,"SK",9.02621159649883,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"TR",17.3683569983227,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"UK",1.74061419660328,"PC_IND","A","ETS(A,Ad,N)","A"
"ind_never_use_internet",2021-01-01,"ME",15.4838306247131,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"CH",2.05121118704435,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"XK",3,"PC_IND","A","ETS(A,A,N)","A"
"ind_never_use_internet",2021-01-01,"AL",31.8,"PC_IND","A","ETS(A,N,N)","A"
"ind_never_use_internet",2021-01-01,"BA",24,"PC_IND","A","ETS(A,N,N)","A"
