"dataset_code","time","geo","value","unit","obs_status","method"
"ind_cloud_storage_files",2013-01-01,"BE",28.0001000303145,"PC_IND","E","Backcast ETS(M,N,N)"
"ind_cloud_storage_files",2013-01-01,"BG",12.8882322254154,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"CY",13.2748791706107,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"CZ",16.0004005468704,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"DE",21.0002002453913,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"DK",42.0001001333564,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"EA",21.0002001504543,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"EE",24.0007008331025,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"EL",11.0007000064878,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"ES",24.0001000451804,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"EU27_2020",19.0003000819114,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"FI",24.5696114908603,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"HR",14.8296916629736,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"HU",12.3426118983328,"PC_IND","E","Backcast ETS(M,N,N)"
"ind_cloud_storage_files",2013-01-01,"IE",29.482477442503,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"IS",34.0008354516511,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"IT",17.0002001161794,"PC_IND","E","Backcast ETS(M,N,N)"
"ind_cloud_storage_files",2013-01-01,"LT",8.00080010751862,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"LU",38.285095962541,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"LV",14.0007039955137,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"ME",24,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"MK",14.1201340681619,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"MT",22.5251080842233,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"NL",34.0002001056385,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"NO",40.7513748299335,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"PL",8.00060035977998,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"PT",16.000500099055,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"RO",20.4371087460908,"PC_IND","E","Backcast ETS(M,N,N)"
"ind_cloud_storage_files",2013-01-01,"RS",10.0000000201037,"PC_IND","E","Backcast ETS(M,N,N)"
"ind_cloud_storage_files",2013-01-01,"SE",35.0006002549205,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"SI",18.000100204935,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"SK",16.0003000425366,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"TR",8.00020018753614,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"UK",38.0005006276486,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"XK",25.5668138073254,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2013-01-01,"AL",14.4000000000071,"PC_IND","E","Backcast ETS(A,N,N)"
"ind_cloud_storage_files",2013-01-01,"CH",28.1002888885193,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2013-01-01,"EU28",18.9819188951468,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2013-01-01,"FR",19.6199760612048,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2013-01-01,"EU15",22.5502241725061,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2013-01-01,"EU27_2007",18.2039022314223,"PC_IND","E","Backcast ETS(A,A,N)"
"ind_cloud_storage_files",2014-01-01,"AT",22,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"BA",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2014-01-01,"BE",28,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"BG",11,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"CY",13,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"CZ",16,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"DE",21,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"DK",42,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EA",21,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EE",24,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EL",11,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"ES",24,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EU27_2020",19,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"FI",24,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"HR",15,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"HU",12,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"IE",28,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"IS",34,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"IT",17,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"LT",8,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"LU",35,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"LV",14,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"ME",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2014-01-01,"MK",12,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"MT",22,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"NL",34,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"NO",40,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"PL",8,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"PT",16,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"RO",8,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"RS",10,"PC_IND","E","nocb"
"ind_cloud_storage_files",2014-01-01,"SE",35,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"SI",18,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"SK",16,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"TR",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2014-01-01,"UK",38,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"XK",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2014-01-01,"AL",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2014-01-01,"CH",31,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EU28",21,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"FR",21,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EU15",24,"PC_IND","A","A"
"ind_cloud_storage_files",2014-01-01,"EU27_2007",21,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"AT",21,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"BA",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2015-01-01,"BE",29,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"BG",17,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"CY",21,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"CZ",20,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"DE",23,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"DK",43,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EA",23,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EE",31,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EL",18,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"ES",25,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EU27_2020",22,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"FI",34,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"HR",13,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"HU",25,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"IE",35,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"IS",42.3333333333333,"PC_IND","E","approx"
"ind_cloud_storage_files",2015-01-01,"IT",19,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"LT",16,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"LU",44,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"LV",21,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"ME",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2015-01-01,"MK",22,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"MT",31,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"NL",36,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"NO",48,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"PL",14,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"PT",21,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"RO",22,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"RS",10,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"SE",41,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"SI",19,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"SK",19,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"TR",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2015-01-01,"UK",43,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"XK",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2015-01-01,"AL",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2015-01-01,"CH",33.6666666666667,"PC_IND","E","approx"
"ind_cloud_storage_files",2015-01-01,"EU28",25,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"FR",19,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EU15",27,"PC_IND","A","A"
"ind_cloud_storage_files",2015-01-01,"EU27_2007",25,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"AT",22,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"BA",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2016-01-01,"BE",32,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"BG",14,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"CY",19,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"CZ",22,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"DE",22,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"DK",49,"PC_IND","E","approx"
"ind_cloud_storage_files",2016-01-01,"EA",24,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"EE",33,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"EL",18,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"ES",29,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"EU27_2020",23,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"FI",35,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"HR",19,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"HU",24,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"IE",36,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"IS",50.6666666666667,"PC_IND","E","approx"
"ind_cloud_storage_files",2016-01-01,"IT",20,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"LT",18,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"LU",42,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"LV",22,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"ME",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2016-01-01,"MK",22,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"MT",28,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"NL",43,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"NO",45,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"PL",16,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"PT",24,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"RO",17,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"RS",12,"PC_IND","E","approx"
"ind_cloud_storage_files",2016-01-01,"SE",45,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"SI",24,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"SK",23,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"TR",8,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"UK",43,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"XK",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2016-01-01,"AL",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2016-01-01,"CH",36.3333333333333,"PC_IND","E","approx"
"ind_cloud_storage_files",2016-01-01,"EU28",26,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"FR",21,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"EU15",28,"PC_IND","A","A"
"ind_cloud_storage_files",2016-01-01,"EU27_2007",26,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"AT",27,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"BA",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2017-01-01,"BE",33,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"BG",18,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"CY",32,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"CZ",24,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"DE",27,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"DK",55,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EA",28,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EE",30,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EL",20,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"ES",34,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EU27_2020",27,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"FI",37,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"HR",16,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"HU",25,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"IE",42,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"IS",59,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"IT",23,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"LT",25,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"LU",47,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"LV",25,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"ME",24,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"MK",23,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"MT",36,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"NL",49,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"NO",50,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"PL",15,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"PT",28,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"RO",23,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"RS",14,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"SE",57,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"SI",26,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"SK",25,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"TR",10,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"UK",46,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"XK",26,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"AL",NA,"PC_IND","O","O"
"ind_cloud_storage_files",2017-01-01,"CH",39,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EU28",30,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"FR",23,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EU15",32,"PC_IND","A","A"
"ind_cloud_storage_files",2017-01-01,"EU27_2007",30,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"AT",26,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"BA",7,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"BE",34,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"BG",18,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"CY",32,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"CZ",21,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"DE",28,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"DK",61,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EA",30,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EE",36,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EL",22,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"ES",35,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EU27_2020",29,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"FI",46,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"HR",23,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"HU",33,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"IE",40,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"IS",60,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"IT",25,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"LT",29,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"LU",45,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"LV",26,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"ME",23,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"MK",31,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"MT",38,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"NL",48,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"NO",55,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"PL",16,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"PT",27,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"RO",22,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"RS",16,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"SE",59,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"SI",24,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"SK",28,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"TR",16,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"UK",47,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"XK",32,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"AL",16,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"CH",42.5,"PC_IND","E","approx"
"ind_cloud_storage_files",2018-01-01,"EU28",31,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"FR",27,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EU15",34,"PC_IND","A","A"
"ind_cloud_storage_files",2018-01-01,"EU27_2007",31,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"AT",32,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"BA",11,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"BE",39,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"BG",18,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"CY",41,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"CZ",24,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"DE",31,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"DK",62,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"EA",33,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"EE",42,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"EL",25,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"ES",42,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"EU27_2020",32,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"FI",43,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"HR",23,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"HU",32,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"IE",50,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"IS",63,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"IT",26,"PC_IND","A","A"
"ind_cloud_storage_files",2019-01-01,"LT",33,"PC_IND","A","A"
